destination,price,duration,features,product_type
banglore,124231.0,10 nights,"Vivanta Bengaluru - Garden View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Beach Access, Room Service, Parking, Swimming Pool",hotels
cochin,15129.0,29h 20m,Jet Airways Delhi 2 stops DEL → AMD → BOM → COK,flight
cochin,5281.0,9h,GoAir Delhi 1 stop DEL → BOM → COK,flight
cochin,712.19,1h,Chinese Fishing Nets Demonstration,activity
agra,928.12,2h,Moonlight Garden View of Taj Mahal,activity
cochin,0.0,8h,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
cochin,13014.0,17h 5m,Jet Airways Delhi 2 stops DEL → JAI → BOM → COK,flight
banglore,13152.0,13h 15m,Vistara Kolkata 1 stop CCU → DEL → BLR,flight
varanasi,1693.16,3h,Old Varanasi Walking Tour - Hidden Temples,activity
cochin,6528.0,8h,IndiGo Delhi 1 stop DEL → HYD → COK,flight
cochin,9564.0,3h 15m,Jet Airways Delhi non-stop DEL → COK,flight
rishikesh,2261.55,2h,Meditation & Yoga Retreat by Ganges,activity
mumbai,16910.0,1 nights,"Trident Nariman Point - Pool View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Beach Access, Kids Club, Room Service",hotels
rishikesh,1776.91,4h,Waterfall Trekking - Neer Garh Waterfall,activity
banglore,10844.0,24h 45m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
banglore,65527.0,3 nights,"Taj West End - Mountain View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Room Service, Terrace, Business Center, Conference Rooms",hotels
hyderabad,38819.0,1 nights,"Taj Falaknuma Palace - Deluxe Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Kids Club, Business Center, Bar, Airport Shuttle",hotels
jaipur,221175.0,14 nights,"The Lalit Jaipur - Mountain View Room with Full Board | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Parking, Room Service, Conference Rooms",hotels
rishikesh,3967.78,45m,Bungee Jumping at Mohan Chatti (India's Highest),activity
banglore,15835.0,1 nights,"Vivanta Bengaluru - Family Room with Full Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Bar, Garden, Conference Rooms",hotels
jaipur,13552.0,1 nights,"The Lalit Jaipur - Family Room with Full Board | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Beach Access, Kids Club, Restaurant",hotels
delhi,6478.0,3h,Jet Airways Banglore non-stop BLR → DEL,flight
hyderabad,643.77,1h 30m,Golconda Fort Sound & Light Show,activity
delhi,120287.0,5 nights,"The Imperial New Delhi - Superior Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Swimming Pool, Restaurant",hotels
hyderabad,8040.0,1h 30m,Jet Airways Mumbai non-stop BOM → HYD,flight
cochin,0.0,11h 45m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
goa,32455.0,2 nights,"Alila Diwa Goa - Superior Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Business Center, Restaurant, Kids Club",hotels
ladakh,3247.64,6h,High Altitude Trek to Stok Kangri Base,activity
delhi,3383.0,2h 50m,Air Asia Banglore non-stop BLR → DEL,flight
jaipur,58117.0,5 nights,"Trident Jaipur - Lake View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Free WiFi, Fitness Center",hotels
cochin,15129.0,26h 55m,Jet Airways Delhi 2 stops DEL → JAI → BOM → COK,flight
manali,1322.75,4h,Hadimba Temple & Old Manali Guided Tour,activity
cochin,18286.0,8h,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
ladakh,3402.46,10h,Pangong Lake Day Trip via Chang La Pass,activity
banglore,17689.0,1 nights,"ITC Gardenia - Garden View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Restaurant, Fitness Center, Kids Club",hotels
banglore,7870.0,11h 50m,Air Asia Kolkata 1 stop CCU → DEL → BLR,flight
new delhi,6135.0,2h 45m,Air Asia Banglore non-stop BLR → DEL,flight
banglore,1893.34,2h,Microbrewery Tour with Tasting,activity
banglore,1657.51,2h,Microbrewery Tour with Tasting,activity
cochin,8601.0,10h 50m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
cochin,0.0,30h 20m,Air India Delhi 2 stops DEL → JDH → BOM → COK,flight
goa,93166.0,4 nights,"Taj Fort Aguada Resort - Suite with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Airport Shuttle, Free WiFi, Bar",hotels
kerala,4089.27,2h,Traditional Ayurvedic Full Body Massage,activity
agra,4256.0,1 nights,"Hotel Taj Plaza - Suite with Room Only | Rating: ⭐⭐⭐ 3.8/5 | Includes: Bar, Garden",hotels
hyderabad,52468.0,4 nights,"ITC Kohenur - Standard Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Airport Shuttle, Restaurant",hotels
hyderabad,504.84,1h 30m,Golconda Fort Sound & Light Show,activity
mumbai,1497.16,3h,Street Food Crawl - South Mumbai Specialties,activity
new delhi,4441.0,2h 45m,Air India Banglore non-stop BLR → DEL,flight
agra,7580.0,2 nights,"Hotel Taj Plaza - Mountain View Room with Room Only | Rating: ⭐⭐⭐ 3.8/5 | Includes: Fitness Center, Restaurant",hotels
delhi,0.0,2h 45m,Air Asia Banglore non-stop BLR → DEL,flight
new delhi,7832.0,12h 10m,Jet Airways Banglore 1 stop BLR → BOM → DEL,flight
cochin,0.0,7h 15m,Air India Delhi 2 stops DEL → JAI → BOM → COK,flight
delhi,65011.0,2 nights,"Sheraton New Delhi - Presidential Suite with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Business Center, Room Service, Swimming Pool, Terrace",hotels
hyderabad,17501.0,1h 25m,Jet Airways Mumbai non-stop BOM → HYD,flight
banglore,14388.0,14h 25m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
cochin,10262.0,5h 30m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
banglore,4804.0,2h 35m,IndiGo Kolkata non-stop CCU → BLR,flight
goa,3949.04,4h,Scuba Diving at Grande Island with PADI Instructor,activity
cochin,12898.0,21h 10m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
rishikesh,2344.98,3h,White Water Rafting (16km Shivpuri to Rishikesh),activity
varanasi,0.0,1h,Evening Ganga Aarti Ceremony at Dashashwamedh Ghat,activity
kolkata,3597.0,2h 20m,SpiceJet Chennai non-stop MAA → CCU,flight
mumbai,24257.0,1 nights,"The Leela Mumbai - Garden View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Fitness Center, Beach Access",hotels
delhi,129076.0,4 nights,"The Imperial New Delhi - Pool View Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Kids Club, Airport Shuttle",hotels
goa,1012.94,3h,Portuguese Heritage Walk in Old Goa,activity
cochin,1292.26,2h,Kathakali Makeup & Performance Session,activity
hyderabad,168395.0,4 nights,"Park Hyatt Hyderabad - Presidential Suite with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Free WiFi, Bar",hotels
goa,28465.0,2 nights,"Leela Goa - Garden View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Kids Club, Garden, Terrace, Parking",hotels
manali,4177.17,1h 30m,Paragliding from Gulaba with Video Recording,activity
mumbai,74609.0,3 nights,"Trident Nariman Point - Suite with Room Only | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Spa, Fitness Center, Kids Club",hotels
banglore,4243.79,6h,Coffee Estate Tour near Chikmagalur,activity
cochin,6902.0,6h 15m,Air India Delhi 1 stop DEL → BOM → COK,flight
rishikesh,1073.95,4h,Waterfall Trekking - Neer Garh Waterfall,activity
banglore,4804.0,2h 35m,IndiGo Kolkata non-stop CCU → BLR,flight
manali,1689.73,4h,Hadimba Temple & Old Manali Guided Tour,activity
mumbai,171314.0,5 nights,"The Leela Mumbai - Sea View Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Restaurant, Spa, Fitness Center",hotels
cochin,10368.0,9h 20m,Jet Airways Delhi 2 stops DEL → JAI → BOM → COK,flight
new delhi,0.0,24h 5m,Jet Airways Banglore 1 stop BLR → BOM → DEL,flight
manali,3619.79,1h 30m,Paragliding from Gulaba with Video Recording,activity
manali,3979.54,2h,Skiing at Solang Valley with Equipment Rental,activity
rishikesh,1267.51,4h,Waterfall Trekking - Neer Garh Waterfall,activity
jaipur,13593.0,1 nights,"Trident Jaipur - Mountain View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Free WiFi, Fitness Center, Swimming Pool",hotels
mumbai,155859.0,5 nights,"Taj Mahal Palace Hotel - Garden View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Room Service, Airport Shuttle, Free WiFi, Kids Club",hotels
banglore,0.0,5h 45m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
cochin,6216.0,3h 10m,Vistara Delhi non-stop DEL → COK,flight
hyderabad,30449.0,2 nights,"Novotel Hyderabad - Suite with Room Only | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Kids Club, Beach Access, Airport Shuttle, Fitness Center",hotels
delhi,5769.0,3h 5m,Jet Airways Banglore non-stop BLR → DEL,flight
delhi,29925.0,2 nights,"Radisson Blu Delhi - Pool View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Free WiFi, Restaurant, Spa",hotels
banglore,4148.0,2h 45m,IndiGo Kolkata non-stop CCU → BLR,flight
ladakh,1804.36,2h,Camel Safari in Nubra Valley (Double Hump),activity
cochin,0.0,13h 30m,Jet Airways Delhi 2 stops DEL → JAI → BOM → COK,flight
cochin,7155.0,8h 40m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
jaipur,1476.02,2h,Traditional Block Printing Workshop (Take Home Kit),activity
delhi,2015.19,3h,Old Delhi Food Walk - Chandni Chowk Special,activity
jaipur,106392.0,2 nights,"Rambagh Palace - Presidential Suite with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Airport Shuttle, Free WiFi, Bar",hotels
cochin,5411.0,3h 5m,Air India Delhi non-stop DEL → COK,flight
banglore,1372.18,2h,Microbrewery Tour with Tasting,activity
delhi,602.02,2h,Shopping Tour at Dilli Haat,activity
banglore,0.0,2h 30m,IndiGo Kolkata non-stop CCU → BLR,flight
banglore,9663.0,13h 20m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
jaipur,16650.0,2 nights,"Trident Jaipur - Standard Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Business Center, Fitness Center",hotels
delhi,0.0,2h 55m,SpiceJet Banglore non-stop BLR → DEL,flight
cochin,9526.0,7h 35m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
cochin,5830.0,4h 30m,SpiceJet Delhi 1 stop DEL → PNQ → COK,flight
banglore,1310.97,2h,Microbrewery Tour with Tasting,activity
mumbai,37757.0,2 nights,"The Leela Mumbai - Mountain View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Garden, Bar, Parking, Restaurant",hotels
kerala,951.76,3h,Traditional Snake Boat Race Experience,activity
new delhi,8553.0,2h 40m,Vistara Banglore non-stop BLR → DEL,flight
new delhi,11728.0,14h 35m,Air India Banglore 2 stops BLR → BOM → BHO → DEL,flight
agra,37823.0,5 nights,"DoubleTree by Hilton - Garden View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Free WiFi, Business Center, Spa, Room Service",hotels
goa,15303.0,1 nights,"Leela Goa - Mountain View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Swimming Pool, Airport Shuttle",hotels
rishikesh,2868.68,3h,White Water Rafting (16km Shivpuri to Rishikesh),activity
banglore,5192.0,11h 50m,Air Asia Kolkata 1 stop CCU → DEL → BLR,flight
new delhi,6144.0,2h 50m,IndiGo Banglore non-stop BLR → DEL,flight
udaipur,526.98,1h,Traditional Rajasthani Puppet Show,activity
agra,132378.0,7 nights,"Courtyard by Marriott - Suite with All Inclusive | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Swimming Pool, Spa, Parking, Room Service",hotels
banglore,10844.0,9h 50m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
udaipur,1239.26,3h,City Palace & Museum Guided Tour,activity
cochin,8372.0,23h 15m,Air India Delhi 1 stop DEL → BOM → COK,flight
cochin,5963.0,8h 55m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
banglore,79013.0,3 nights,"ITC Gardenia - Family Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Fitness Center, Business Center",hotels
banglore,17732.0,20h,Air India Kolkata 2 stops CCU → BOM → AMD → BLR,flight
kolkata,1264.42,3h,Victoria Memorial & St. Paul's Cathedral Tour,activity
cochin,1250.34,2h 30m,Fort Kochi Heritage Walking Tour,activity
mumbai,1486.32,3h,Street Food Crawl - South Mumbai Specialties,activity
cochin,10262.0,20h 25m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
cochin,10262.0,13h 45m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
banglore,13067.0,17h 55m,Jet Airways Kolkata 1 stop CCU → DEL → BLR,flight
cochin,16289.0,27h 45m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
goa,4029.45,4h,Scuba Diving at Grande Island with PADI Instructor,activity
cochin,6442.0,8h 35m,IndiGo Delhi 1 stop DEL → HYD → COK,flight
delhi,44729.0,1 nights,"The Imperial New Delhi - Presidential Suite with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Garden, Business Center",hotels
goa,65376.0,3 nights,"W Goa - Superior Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Room Service, Parking, Fitness Center, Bar",hotels
udaipur,836.43,1h,Lake Pichola Boat Ride with City Palace View,activity
mumbai,1286.54,3h,Street Food Crawl - South Mumbai Specialties,activity
delhi,1359.88,3h,National Museum Guided Tour,activity
agra,2249.39,6h,Fatehpur Sikri Day Trip with Guide,activity
mumbai,106206.0,3 nights,"Taj Mahal Palace Hotel - Lake View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Swimming Pool, Terrace, Conference Rooms",hotels
banglore,3873.0,2h 20m,SpiceJet Kolkata non-stop CCU → BLR,flight
banglore,10844.0,23h 20m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
cochin,13376.0,21h 40m,Jet Airways Delhi 2 stops DEL → NAG → BOM → COK,flight
cochin,12192.0,11h,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
banglore,20373.0,1 nights,"ITC Gardenia - Pool View Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Bar, Fitness Center, Room Service, Kids Club",hotels
cochin,13542.0,12h 35m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
manali,3455.18,2h,Skiing at Solang Valley with Equipment Rental,activity
varanasi,378.55,1h,Morning Yoga & Meditation at Assi Ghat,activity
jaipur,64542.0,3 nights,"ITC Rajputana - Sea View Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Beach Access, Restaurant",hotels
mumbai,1915.3,5h,Elephanta Caves Ferry & Guided Tour,activity
cochin,13014.0,22h 55m,Jet Airways Delhi 2 stops DEL → JAI → BOM → COK,flight
cochin,0.0,9h 20m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
hyderabad,1965.0,1h 30m,SpiceJet Mumbai non-stop BOM → HYD,flight
jaipur,17462.0,1 nights,"ITC Rajputana - Executive Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Restaurant, Spa, Room Service",hotels
kolkata,1845.73,4h,Durga Puja Pandals Tour (Seasonal),activity
goa,4028.91,4h,Scuba Diving at Grande Island with PADI Instructor,activity
delhi,87256.0,5 nights,"Hyatt Regency Delhi - Executive Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Kids Club, Garden, Spa, Fitness Center",hotels
banglore,0.0,27h 35m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
agra,1412.21,2h,Marble Inlay Art Workshop (Craft Your Own),activity
banglore,0.0,15h 55m,Air India Kolkata 2 stops CCU → BOM → COK → BLR,flight
agra,8352.0,2 nights,"Hotel Taj Plaza - Deluxe Room with Bed & Breakfast | Rating: ⭐⭐⭐ 3.8/5 | Includes: Garden, Beach Access",hotels
delhi,7229.0,2h 55m,Jet Airways Banglore non-stop BLR → DEL,flight
cochin,0.0,10h 10m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
banglore,4174.0,2h 35m,IndiGo Kolkata non-stop CCU → BLR,flight
jaipur,28483.0,2 nights,"Radisson Blu Jaipur - Sea View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.0/5 | Includes: Kids Club, Restaurant, Room Service, Fitness Center",hotels
agra,35282.0,2 nights,"Courtyard by Marriott - Suite with Full Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Conference Rooms, Kids Club, Bar",hotels
chennai,39445.0,2 nights,"Taj Coromandel - Family Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Terrace, Conference Rooms, Free WiFi, Kids Club",hotels
hyderabad,21671.0,1 nights,"Taj Krishna - Family Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Conference Rooms, Airport Shuttle, Kids Club, Spa",hotels
goa,1298.17,2h,Dolphin Spotting Sunset Cruise,activity
banglore,0.0,13h 20m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
cochin,0.0,9h 5m,Multiple carriers Delhi 1 stop DEL → HYD → COK,flight
hyderabad,23445.0,2 nights,"Novotel Hyderabad - Executive Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Spa, Parking",hotels
mumbai,2374.29,4h,Bollywood Studio Tour with Film Set Visit,activity
hyderabad,1738.33,2h,Hyderabadi Biryani Tasting Experience,activity
agra,710.32,2h,Moonlight Garden View of Taj Mahal,activity
cochin,12436.0,30h 20m,Air India Delhi 2 stops DEL → JDH → BOM → COK,flight
goa,2119.51,5h,Spice Plantation Tour with Traditional Goan Lunch,activity
mumbai,39765.0,1 nights,"Taj Mahal Palace Hotel - Deluxe Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Terrace, Bar",hotels
delhi,101973.0,7 nights,"ITC Maurya - Garden View Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Beach Access, Restaurant, Business Center, Room Service",hotels
manali,586.8,1h 30m,Natural Hot Water Springs & Bath,activity
banglore,137746.0,4 nights,"Sheraton Grand Bangalore - Presidential Suite with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Garden, Airport Shuttle",hotels
banglore,20407.0,2 nights,"Vivanta Bengaluru - Standard Room with Full Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Bar, Kids Club, Business Center",hotels
mumbai,1965.63,5h,Elephanta Caves Ferry & Guided Tour,activity
jaipur,1165.8,2h,Traditional Block Printing Workshop (Take Home Kit),activity
delhi,694.91,2h,Shopping Tour at Dilli Haat,activity
cochin,4525.0,6h 10m,GoAir Delhi 1 stop DEL → AMD → COK,flight
agra,1638.67,3h,Mughlai Food Tasting Tour in Old Agra,activity
ladakh,2240.4,2h,Camel Safari in Nubra Valley (Double Hump),activity
cochin,10262.0,14h 45m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
cochin,1752.21,3h,Jewish Synagogue & Dutch Palace Tour,activity
kerala,859.34,3h,Traditional Snake Boat Race Experience,activity
mumbai,1715.02,3h,Street Food Crawl - South Mumbai Specialties,activity
banglore,4272.15,6h,Coffee Estate Tour near Chikmagalur,activity
banglore,1993.95,4h,Tech Park Tour - Silicon Valley of India,activity
mumbai,1718.08,5h,Elephanta Caves Ferry & Guided Tour,activity
banglore,18829.0,1 nights,"Taj West End - Lake View Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Terrace, Restaurant, Bar",hotels
hyderabad,2754.0,1h 25m,IndiGo Mumbai non-stop BOM → HYD,flight
cochin,6628.0,16h 15m,IndiGo Delhi 1 stop DEL → BOM → COK,flight
cochin,6653.0,14h 15m,Multiple carriers Delhi 2 stops DEL → HYD → MAA → COK,flight
hyderabad,5678.0,1h 30m,Jet Airways Mumbai non-stop BOM → HYD,flight
kerala,1196.59,3h,Traditional Snake Boat Race Experience,activity
hyderabad,19583.0,2 nights,"Novotel Hyderabad - Deluxe Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Bar, Business Center",hotels
banglore,14571.0,13h 20m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
rishikesh,1156.22,4h,Waterfall Trekking - Neer Garh Waterfall,activity
kerala,6056.04,8h,Backwater Houseboat Cruise with Kerala Lunch,activity
cochin,0.0,10h 15m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
delhi,7229.0,3h,Jet Airways Banglore non-stop BLR → DEL,flight
manali,540.3,1h 30m,Natural Hot Water Springs & Bath,activity
banglore,1725.57,2h,Microbrewery Tour with Tasting,activity
mumbai,56047.0,3 nights,"ITC Maratha - Standard Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Bar, Airport Shuttle",hotels
delhi,3919.0,2h 40m,SpiceJet Banglore non-stop BLR → DEL,flight
mumbai,14714.0,1 nights,"Hyatt Regency Mumbai - Suite with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Parking, Room Service, Garden",hotels
delhi,4544.0,3h,Jet Airways Banglore non-stop BLR → DEL,flight
jaipur,1543.05,3h,Rajasthani Thali Cooking Class with Chef,activity
delhi,63101.0,2 nights,"The Leela Palace New Delhi - Pool View Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Business Center, Conference Rooms, Kids Club",hotels
banglore,7757.0,22h 15m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
banglore,1423.78,2h,Microbrewery Tour with Tasting,activity
mumbai,185096.0,14 nights,"Trident Nariman Point - Garden View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Garden, Free WiFi",hotels
banglore,8452.0,16h 5m,Vistara Kolkata 1 stop CCU → DEL → BLR,flight
